name,description,WKT
"пер. Кутехеку","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кутехеку</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2500</td></tr><tr><th>Характер склонов</th><td>тр</td></tr><tr><th>Соединяет</th><td>р.Лагерная (оз.Кардывач, р.Мзымта) - р.Ауадхара</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;33'&nbsp;19.63'' N<br />40&deg;&nbsp;38'&nbsp;44.6'' E</td></tr><tr><th>Номер</th><td>3345</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3345'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.645722222222 43.555452777778 0)"
"пер. Кутх","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кутх</font></h2></th></tr><tr><th>Другие названия</th><td>Маги, Маг</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2681</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р. Гинат - р. Джомагдон, р. Б. Лиахви</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;36'&nbsp;&nbsp;&nbsp;1.37'' N<br />44&deg;&nbsp;&nbsp;&nbsp;3'&nbsp;48.02'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>4064</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/4064'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.063339553 42.6003813094 0)"
"пер. Кызылауш","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кызылауш</font></h2></th></tr><tr><th>Другие названия</th><td>Кызыл-Ауш</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2900</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Аксаут - р.Маруха</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;29'&nbsp;56.04'' N<br />41&deg;&nbsp;27'&nbsp;53.24'' E</td></tr><tr><th>Описаний</th><td>9, в т.ч. 9 технических, 6 с фото</td></tr><tr><th>Номер</th><td>200</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/200'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.46479 43.4989 0)"
"пер. Кырк","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кырк</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2580</td></tr><tr><th>Характер склонов</th><td>ск-ос-тр</td></tr><tr><th>Соединяет</th><td>р.Такури - р.Теренгул (р.Саласу, р.Акташ)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;53'&nbsp;&nbsp;&nbsp;4.94'' N<br />46&deg;&nbsp;36'&nbsp;43.46'' E</td></tr><tr><th>Номер</th><td>2502</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2502'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (46.612071666667 42.884706666667 0)"
"пер. Кыртыкауш","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кыртыкауш</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>3242</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Уллуусенги(р.Кыртык) - р.Исламчат</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;23'&nbsp;30'' N<br />42&deg;&nbsp;38'&nbsp;&nbsp;&nbsp;3'' E</td></tr><tr><th>Описаний</th><td>12, в т.ч. 11 технических, 11 с фото</td></tr><tr><th>Номер</th><td>3639</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3639'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.63416666666669 43.39166666666669 0)"
"пер. Кысы-Пасаут","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кысы-Пасаут</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2800</td></tr><tr><th>Характер склонов</th><td>тропа</td></tr><tr><th>Соединяет</th><td>р.Кишкит (р.Аксаут) - пос.Красный Карачай</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;33'&nbsp;16.57'' N<br />41&deg;&nbsp;39'&nbsp;32.81'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 1 техническое, 2 с фото</td></tr><tr><th>Номер</th><td>215</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/215'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.659113333333 43.554603333333 0)"
"пер. Кюрелам","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кюрелам</font></h2></th></tr><tr><th>Другие названия</th><td>2744</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2744</td></tr><tr><th>Характер склонов</th><td>тропа</td></tr><tr><th>Соединяет</th><td>р.Бастыхи (р.Аргун) - р.Мешихи (р.Аргун)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;46'&nbsp;25.57'' N<br />45&deg;&nbsp;12'&nbsp;36.95'' E</td></tr><tr><th>Номер</th><td>15145</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15145'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.210263055556 42.77377 0)"
"пер. Кяфарский Малый","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кяфарский Малый</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2730</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Медвежья (р.Кяфар Мал., р.Кяфар-Агур, р.Кяфар) - р.Зеленчук Бол.</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;35'&nbsp;55.22'' N<br />41&deg;&nbsp;17'&nbsp;20.77'' E</td></tr><tr><th>Описаний</th><td>8, в т.ч. 8 технических, 4 с фото</td></tr><tr><th>Номер</th><td>9514</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/9514'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.289103 43.598671 0)"
"пер. Лабинский Вост.","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Лабинский Вост.</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2600</td></tr><tr><th>Характер склонов</th><td>сн весной</td></tr><tr><th>Соединяет</th><td>р.Бол.Лаба - р.Псыш Южн. (р.Бзыбь)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;23'&nbsp;20.19'' N<br />41&deg;&nbsp;&nbsp;&nbsp;5'&nbsp;57.07'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 1 техническое, 1 с фото</td></tr><tr><th>Номер</th><td>3367</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3367'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.099186111111 43.388941666667 0)"
"пер. Лабинский Зап.","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Лабинский Зап.</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2550</td></tr><tr><th>Характер склонов</th><td>сн весной</td></tr><tr><th>Соединяет</th><td>р.Бол.Лаба - ур.Гваштхва.</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;23'&nbsp;26.15'' N<br />41&deg;&nbsp;&nbsp;&nbsp;4'&nbsp;47.2'' E</td></tr><tr><th>Описаний</th><td>1 упоминание</td></tr><tr><th>Номер</th><td>3366</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3366'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.079777777778 43.390597222222 0)"
"пер. Ларовани","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Ларовани</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>3317</td></tr><tr><th>Характер склонов</th><td>тр-ос-тропа</td></tr><tr><th>Соединяет</th><td>р.Квахидисцкали (р.Пирикительская Алазани, р.Андийское Койсу) - р.Ларованисцкали (р.Пирикительская Алазани, р.Андийское Койсу)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;28'&nbsp;32.03'' N<br />45&deg;&nbsp;20'&nbsp;57.74'' E</td></tr><tr><th>Номер</th><td>15159</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15159'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.34937299999999 42.475563 0)"
"пер. Латпари","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Латпари</font></h2></th></tr><tr><th>Другие названия</th><td>Лотпари, Латпарский</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2831</td></tr><tr><th>Характер склонов</th><td>тр</td></tr><tr><th>Соединяет</th><td>сел. Панага - р.Ингури. Между в.3142 и г.Латпари</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;52'&nbsp;51.92'' N<br />42&deg;&nbsp;56'&nbsp;46.63'' E</td></tr><tr><th>Описаний</th><td>5, в т.ч. 5 технических, 3 с фото</td></tr><tr><th>Номер</th><td>3758</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3758'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.946285 42.881088 0)"
"пер. Лашипсе","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Лашипсе</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2300</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Лашипсе - верхн.тропа к источникам Адзапш</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;30'&nbsp;13.28'' N<br />40&deg;&nbsp;46'&nbsp;21.22'' E</td></tr><tr><th>Описаний</th><td>1 упоминание</td></tr><tr><th>Номер</th><td>3377</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3377'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.772561111111 43.50368888888901 0)"
"пер. Лешкури","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Лешкури</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>3061</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Луджа (р.Цхеледула, р.Цхенисцкали) - р.Лешкури (р.Хумпрери, р.Ингури)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;52'&nbsp;55.18'' N<br />42&deg;&nbsp;27'&nbsp;&nbsp;&nbsp;9.03'' E</td></tr><tr><th>Номер</th><td>3768</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3768'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.452509 42.881994 0)"
"пер. Лысый","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Лысый</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2662</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Агачтара (р.Теберда) - р.Муху (р.Теберда)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;29'&nbsp;37'' N<br />41&deg;&nbsp;41'&nbsp;43.98'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>14747</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14747'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.69555 43.49361 0)"
"пер. Магишо","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Магишо</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2880</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;46'&nbsp;31.8'' N<br />40&deg;&nbsp;44'&nbsp;37.27'' E</td></tr><tr><th>Номер</th><td>7340</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7340'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.7436848033 43.7755008916 0)"
"пер. Майкопский","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Майкопский</font></h2></th></tr><tr><th>Категория сложности</th><td>нк весной</td></tr><tr><th>Высота</th><td>2050</td></tr><tr><th>Характер склонов</th><td>тр весной</td></tr><tr><th>Соединяет</th><td>истоки левых притоков рек Цицы и правых притоков реки Шумик, а также приток реки Пшехи с запада</td></tr><tr><th>Координаты WGS84</th><td>44&deg;&nbsp;&nbsp;&nbsp;0'&nbsp;50'' N<br />39&deg;&nbsp;51'&nbsp;57'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>14922</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14922'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (39.865833333333 44.013888888889 0)"
"пер. Макера","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Макера</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2360</td></tr><tr><th>Характер склонов</th><td>сн весной</td></tr><tr><th>Соединяет</th><td>лев.исток р.Макера (р.Бол.Лаба) - р.Агурипста</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;29'&nbsp;30.73'' N<br />40&deg;&nbsp;49'&nbsp;17.68'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>3356</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3356'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.821577777778 43.491869444444 0)"
"пер. Малороссо","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Малороссо</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2865</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Калакор, ГКХ - по хр.Моуравдаг</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;49'&nbsp;11.68'' N<br />46&deg;&nbsp;33'&nbsp;28.87'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>2779</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2779'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (46.55802 41.81991 0)"
"пер. Мамисон","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Мамисон</font></h2></th></tr><tr><th>Другие названия</th><td>Мамисонский</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2851</td></tr><tr><th>Характер склонов</th><td>дорога</td></tr><tr><th>Соединяет</th><td>р.Мамихдон (р.Ардон) - р.Чанчахи, ГКХ</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;42'&nbsp;20.23'' N<br />43&deg;&nbsp;47'&nbsp;38.22'' E</td></tr><tr><th>Описаний</th><td>2 технических</td></tr><tr><th>Номер</th><td>3917</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3917'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.79395 42.70562 0)"
"пер. Мастакан","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Мастакан</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>1963</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;50'&nbsp;46.07'' N<br />40&deg;&nbsp;35'&nbsp;&nbsp;&nbsp;4.47'' E</td></tr><tr><th>Номер</th><td>7349</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7349'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.584575833333 43.846131666667 0)"
"пер. Мачицко","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Мачицко</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2400</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>Л. приток р. Адзапш (р. Санчаро) - Л. приток р. Санчаро</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;30'&nbsp;&nbsp;&nbsp;3.92'' N<br />40&deg;&nbsp;54'&nbsp;42.06'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>11068</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/11068'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.911683333333 43.501088888889 0)"
"пер. Мачхалроссо","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Мачхалроссо</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2865</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Джурмут, р.Мачхалор - р.Мазымчай</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;54'&nbsp;34.31'' N<br />46&deg;&nbsp;25'&nbsp;20.75'' E</td></tr><tr><th>Номер</th><td>2775</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2775'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (46.42243 41.90953 0)"
"пер. Минводы","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Минводы</font></h2></th></tr><tr><th>Другие названия</th><td>Дружба, Миронова</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2450</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Западка (р.Макера) - р.Адзапш (р.Санчара)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;30'&nbsp;44.3'' N<br />40&deg;&nbsp;54'&nbsp;26.37'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>3373</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3373'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.90732463 43.5123057916 0)"
"пер. Муху","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Муху</font></h2></th></tr><tr><th>Другие названия</th><td>Мухинский</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2764</td></tr><tr><th>Характер склонов</th><td>тропа</td></tr><tr><th>Соединяет</th><td>р.Муху (р.Теберда) - р.Кичи-Марка (р.Аксаут)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;28'&nbsp;39'' N<br />41&deg;&nbsp;36'&nbsp;41'' E</td></tr><tr><th>Описаний</th><td>12, в т.ч. 12 технических, 8 с фото</td></tr><tr><th>Номер</th><td>218</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/218'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.611388888889 43.4775 0)"
"пер. н/к 2333","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. н/к 2333</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2333</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р. Виралю - р. Хлюбалдиних</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;57'&nbsp;17.32'' N<br />47&deg;&nbsp;14'&nbsp;47.58'' E</td></tr><tr><th>Описаний</th><td>1 с фото</td></tr><tr><th>Номер</th><td>16079</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/16079'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (47.24655 41.95481 0)"
"пер. Назлыкол","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Назлыкол</font></h2></th></tr><tr><th>Другие названия</th><td>Назалыкол</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>3250</td></tr><tr><th>Характер склонов</th><td>ос-тр-тропа</td></tr><tr><th>Соединяет</th><td>р.Назлыкол (р.Теберда) - р.Уллу-Муруджу</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;20'&nbsp;55.79'' N<br />41&deg;&nbsp;47'&nbsp;56.09'' E</td></tr><tr><th>Описаний</th><td>9, в т.ч. 8 технических, 5 с фото</td></tr><tr><th>Номер</th><td>5407</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/5407'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.798915 43.348831111111 0)"
"пер. Налетлеме","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Налетлеме</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>3220</td></tr><tr><th>Характер склонов</th><td>осыпь, тропа</td></tr><tr><th>Соединяет</th><td>пер. Чеймакчур - ущ. Дибе</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;51'&nbsp;56.45'' N<br />41&deg;&nbsp;10'&nbsp;45.8'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>16472</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/16472'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.17939 40.86568 0)"
"пер. Нарзанный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Нарзанный</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>3150</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Болдошкесу (р.Башиль-аузсу) - р.Гарааузсу</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;10'&nbsp;20.5'' N<br />42&deg;&nbsp;59'&nbsp;27.93'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 3 технических, 3 с фото</td></tr><tr><th>Номер</th><td>332</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/332'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.991091666667 43.172361111111 0)"
"пер. Натахтишдуди","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Натахтишдуди</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2778</td></tr><tr><th>Характер склонов</th><td>тропа</td></tr><tr><th>Соединяет</th><td>р.Хобицкали - ЛП р.Ураши (р.Тхеиши, р.Хаишура, р.Ингури)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;49'&nbsp;48'' N<br />42&deg;&nbsp;18'&nbsp;&nbsp;&nbsp;0.42'' E</td></tr><tr><th>Номер</th><td>12284</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/12284'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.300117 42.83 0)"
"пер. Обзорный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Обзорный</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2250</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>балка Касаевская (р.Зеленчук Бол.) - балка Богословская (р.Зеленчук Бол.)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;37'&nbsp;&nbsp;&nbsp;9.46'' N<br />41&deg;&nbsp;21'&nbsp;&nbsp;&nbsp;1.52'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>10695</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/10695'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.350422222222 43.619294444444 0)"
"пер. Озерковый","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Озерковый</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>3153</td></tr><tr><th>Характер склонов</th><td>тропа</td></tr><tr><th>Соединяет</th><td>ЛП р.Мырды (р.Узункол) - ЛП р.Мырды (р.Узункол)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;15'&nbsp;45.28'' N<br />42&deg;&nbsp;&nbsp;&nbsp;6'&nbsp;38.95'' E</td></tr><tr><th>Описаний</th><td>2 технических,  с фото</td></tr><tr><th>Номер</th><td>14684</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14684'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.110819444444 43.262577777778 0)"
"пер. Озерный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Озерный</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2620</td></tr><tr><th>Характер склонов</th><td>тропа</td></tr><tr><th>Соединяет</th><td>руч.Рапочай (р.Зеленчук Бол.) - р.Маруха</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;32'&nbsp;31.45'' N<br />41&deg;&nbsp;25'&nbsp;17.8'' E</td></tr><tr><th>Описаний</th><td>15, в т.ч. 14 технических, 9 с фото</td></tr><tr><th>Номер</th><td>208</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/208'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.42161 43.54207 0)"
"пер. Оржасуюй","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Оржасуюй</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2121</td></tr><tr><th>Характер склонов</th><td>тропа</td></tr><tr><th>Соединяет</th><td>ЛП р.Квешхи (р.Хаишура, р.Ингури) - р.Шгенаши (р.Ингури)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;53'&nbsp;46.32'' N<br />42&deg;&nbsp;&nbsp;&nbsp;8'&nbsp;37.63'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>12268</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/12268'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.143787 42.896201 0)"
