name,description,WKT
"пер. Красная осыпь","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Красная осыпь</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3200</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Учкуланичи - р.Кертмели (р.Учкулан)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;21'&nbsp;30.75'' N<br />42&deg;&nbsp;&nbsp;&nbsp;4'&nbsp;&nbsp;&nbsp;4.73'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 1 техническое, 1 с фото</td></tr><tr><th>Номер</th><td>14584</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14584'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.067980555556 43.358541666667 0)"
"пер. Красные камни","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Красные камни</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3492</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>в хребте Адырсу (восточная ветвь) севернее вершины Кестантытау. Соединяет долины Джилгису (приток р. Башиль) и Кестанты (приток Баксана). Ведет из верхнего течения р. Джилгису в правый исток р. Кестанты.</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;16'&nbsp;23.77'' N<br />43&deg;&nbsp;&nbsp;&nbsp;0'&nbsp;58.61'' E</td></tr><tr><th>Описаний</th><td>3 технических,  с фото</td></tr><tr><th>Номер</th><td>14659</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14659'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.01628 43.27327 0)"
"пер. Крошка","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Крошка</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3169</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>цирк пер.Сауцагат Сев., р.Белагидон - цирк перевала Нойлагавцек, р.Белагидон</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;58'&nbsp;43.2'' N<br />43&deg;&nbsp;37'&nbsp;17.76'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>14994</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14994'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.6216 42.978667 0)"
"пер. Крутой","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Крутой</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2765</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>р.Безымянка - руч.Воровской (р.Цахвоа)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;36'&nbsp;51.6'' N<br />40&deg;&nbsp;37'&nbsp;20.82'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 1 техническое, 1 с фото</td></tr><tr><th>Номер</th><td>3337</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3337'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.62245 43.6143333333 0)"
"пер. Куабкал","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Куабкал</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3135</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Каралазургер, хр.Машадул - р.Куаб, р.Тлейсерух</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;&nbsp;&nbsp;8'&nbsp;15.86'' N<br />46&deg;&nbsp;40'&nbsp;30.57'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>2637</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2637'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (46.67515833333301 42.137738888889 0)"
"пер. Кубанского мединститута","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кубанского мединститута</font></h2></th></tr><tr><th>Категория сложности</th><td>1А*</td></tr><tr><th>Высота</th><td>3356</td></tr><tr><th>Характер склонов</th><td>сн-ск</td></tr><tr><th>Соединяет</th><td>р.Лассиль (р.Ингури) - р.Ланаури (р.Ласкедура, р.Цхенисцкали)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;53'&nbsp;57.54'' N<br />42&deg;&nbsp;45'&nbsp;26.77'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3762</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3762'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.75743611111101 42.899316666667 0)"
"пер. Кубасанты","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кубасанты</font></h2></th></tr><tr><th>Категория сложности</th><td>1А*</td></tr><tr><th>Высота</th><td>3570</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Кубасанты - р.Ирик</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;17'&nbsp;54.02'' N<br />42&deg;&nbsp;38'&nbsp;&nbsp;&nbsp;9.43'' E</td></tr><tr><th>Номер</th><td>3647</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3647'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.6359527849 43.2983378498 0)"
"пер. Кумтюбе","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кумтюбе</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3600</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р. Сарынсу - оз. Кум (р. Бауларсу)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;15'&nbsp;&nbsp;&nbsp;8.56'' N<br />43&deg;&nbsp;&nbsp;&nbsp;1'&nbsp;&nbsp;&nbsp;6.96'' E</td></tr><tr><th>Описаний</th><td>5, в т.ч. 5 технических, 4 с фото</td></tr><tr><th>Номер</th><td>9638</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/9638'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.0186 43.252377777778 0)"
"пер. Кумтюбе Ю.","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кумтюбе Ю.</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3550</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р. Сарынсу - оз. Кум</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;14'&nbsp;48.91'' N<br />43&deg;&nbsp;&nbsp;&nbsp;1'&nbsp;&nbsp;&nbsp;2.73'' E</td></tr><tr><th>Описаний</th><td>5, в т.ч. 4 технических, 4 с фото</td></tr><tr><th>Номер</th><td>11358</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/11358'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.017425 43.246919444444 0)"
"пер. Куракиаут","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Куракиаут</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3160</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Хырадулдон - р.Сивераут</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;39'&nbsp;56.96'' N<br />44&deg;&nbsp;15'&nbsp;10.86'' E</td></tr><tr><th>Описаний</th><td>2 технических</td></tr><tr><th>Номер</th><td>3993</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3993'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.2530158983 42.6658224664 0)"
"пер. Куржин","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Куржин</font></h2></th></tr><tr><th>Другие названия</th><td>Цори, Кайджан</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2613</td></tr><tr><th>Характер склонов</th><td>тр-ос-тропа</td></tr><tr><th>Соединяет</th><td>р.Хайари (р.Фортанга, р.Сунжа) - р.Цори (р.Гулойхи, р.Асса)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;50'&nbsp;20.63'' N<br />45&deg;&nbsp;&nbsp;&nbsp;6'&nbsp;35.81'' E</td></tr><tr><th>Номер</th><td>2393</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2393'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.10994833333299 42.839063333333 0)"
"пер. Курортный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Курортный</font></h2></th></tr><tr><th>Другие названия</th><td>Зеленое седло</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2765</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>ледн.Фытнаргин (Агаштан), р.Карасу (р.Черек Балкарский) - р.Лькези (р.Карасу, р.Черек Балкарский)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;56'&nbsp;45.42'' N<br />43&deg;&nbsp;19'&nbsp;&nbsp;&nbsp;5.22'' E</td></tr><tr><th>Описаний</th><td>6 технических,  с фото</td></tr><tr><th>Номер</th><td>3736</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3736'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.318116666667 42.94595 0)"
"пер. Курской битвы","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Курской битвы</font></h2></th></tr><tr><th>Категория сложности</th><td>1А*</td></tr><tr><th>Высота</th><td>3414</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;18'&nbsp;37.82'' N<br />42&deg;&nbsp;59'&nbsp;20.58'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>9686</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/9686'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.98905 43.310505555556 0)"
"пер. Кутур 1","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кутур 1</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3485</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>р.Алахунчай, р.Кутур, хр.Шиназский - р.Курапиец, р.Шиназчай</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;46'&nbsp;&nbsp;&nbsp;4.28'' N<br />47&deg;&nbsp;20'&nbsp;57.99'' E</td></tr><tr><th>Номер</th><td>2742</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2742'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (47.349441666667 41.767855555556 0)"
"пер. Кхонисгеле","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кхонисгеле</font></h2></th></tr><tr><th>Категория сложности</th><td>1А*</td></tr><tr><th>Высота</th><td>3474</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>р.Блухопего (р.Аргун) - р.Кхонисцкали (р.Андаки, р.Аргун)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;36'&nbsp;19.57'' N<br />45&deg;&nbsp;15'&nbsp;44.05'' E</td></tr><tr><th>Номер</th><td>2436</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2436'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.262235 42.605435 0)"
"пер. Кызылбоюн","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кызылбоюн</font></h2></th></tr><tr><th>Другие названия</th><td>Кызылбеюн</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>1990</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>грунтовая дорога в дол.лев.истока р.Акишпар - р.Экенинезю</td></tr><tr><th>Координаты WGS84</th><td>37&deg;&nbsp;35'&nbsp;18.84'' N<br />35&deg;&nbsp;&nbsp;&nbsp;5'&nbsp;&nbsp;&nbsp;0.36'' E</td></tr><tr><th>Описаний</th><td>9, в т.ч. 9 технических, 4 с фото</td></tr><tr><th>Номер</th><td>7065</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7065'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (35.083433333333 37.588566666667 0)"
"пер. Кынхара","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кынхара</font></h2></th></tr><tr><th>Другие названия</th><td>Адыгея</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2883</td></tr><tr><th>Характер склонов</th><td>ос-ск</td></tr><tr><th>Соединяет</th><td>р.Кызылчук - оз.Чилик, р.Чилик (р.Кяфар)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;37'&nbsp;48.79'' N<br />41&deg;&nbsp;&nbsp;&nbsp;6'&nbsp;11.56'' E</td></tr><tr><th>Описаний</th><td>51, в т.ч. 42 технических, 42 с фото</td></tr><tr><th>Номер</th><td>3438</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3438'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.10321 43.63022 0)"
"пер. Кыртхуа","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кыртхуа</font></h2></th></tr><tr><th>Другие названия</th><td>Седой</td></tr><tr><th>Категория сложности</th><td>1А*</td></tr><tr><th>Высота</th><td>2850</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>р.Ацгара (р.Уруп) - р.Загеданка (р.Бол.Лаба)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;39'&nbsp;25.62'' N<br />40&deg;&nbsp;58'&nbsp;35.82'' E</td></tr><tr><th>Описаний</th><td>11, в т.ч. 9 технических, 9 с фото</td></tr><tr><th>Номер</th><td>3426</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3426'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.976616666667 43.657116666667 0)"
"пер. Кыртык Нижний","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кыртык Нижний</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3143</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;24'&nbsp;22.45'' N<br />42&deg;&nbsp;37'&nbsp;&nbsp;&nbsp;6.72'' E</td></tr><tr><th>Описаний</th><td>4 технических,  с фото</td></tr><tr><th>Номер</th><td>7564</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7564'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.618532222222 43.406236111111 0)"
"пер. Кышхаджер","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кышхаджер</font></h2></th></tr><tr><th>Другие названия</th><td>кышкаджер</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3200</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Кышхаджер - р.Кичкинесу (р.Даут)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;25'&nbsp;27.83'' N<br />41&deg;&nbsp;53'&nbsp;48.01'' E</td></tr><tr><th>Описаний</th><td>6, в т.ч. 6 технических, 4 с фото</td></tr><tr><th>Номер</th><td>5394</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/5394'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.89667 43.424396666667 0)"
"пер. Кышхаджер Сев.","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кышхаджер Сев.</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3400</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>р.Кышхаджер - р.Кичкинесу (р.Даут)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;25'&nbsp;42.62'' N<br />41&deg;&nbsp;54'&nbsp;24.84'' E</td></tr><tr><th>Номер</th><td>14756</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14756'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.9069 43.428505555556 0)"
"пер. Кючюк Демирказык","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кючюк Демирказык</font></h2></th></tr><tr><th>Другие названия</th><td>Керкез, N27</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3090</td></tr><tr><th>Характер склонов</th><td>сн</td></tr><tr><th>Соединяет</th><td>р.Эджемиш - р.Аксу</td></tr><tr><th>Координаты WGS84</th><td>37&deg;&nbsp;51'&nbsp;50.89'' N<br />35&deg;&nbsp;11'&nbsp;24.81'' E</td></tr><tr><th>Описаний</th><td>10, в т.ч. 7 технических, 7 с фото</td></tr><tr><th>Номер</th><td>6486</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/6486'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (35.190225833333 37.864135833333 0)"
"пер. Кяфар верхний","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кяфар верхний</font></h2></th></tr><tr><th>Другие названия</th><td>Верхний </td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2853</td></tr><tr><th>Характер склонов</th><td>тр-ск-ос</td></tr><tr><th>Соединяет</th><td>оз.Кызылчук, р.Кызылчук (р.Кяфар) - р.Агур Зап. (р.Кяфар-Агур, р.Кяфар)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;36'&nbsp;38.82'' N<br />41&deg;&nbsp;&nbsp;&nbsp;9'&nbsp;53.94'' E</td></tr><tr><th>Описаний</th><td>10, в т.ч. 8 технических, 8 с фото</td></tr><tr><th>Номер</th><td>10281</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/10281'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.164983 43.610783 0)"
"пер. Кяфар-Архыз","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кяфар-Архыз</font></h2></th></tr><tr><th>Категория сложности</th><td>1А*</td></tr><tr><th>Высота</th><td>3000</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>П. исток р. Кяфар - р. Архыз</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;35'&nbsp;33.5'' N<br />41&deg;&nbsp;&nbsp;&nbsp;9'&nbsp;40.1'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>11096</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/11096'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.16114 43.59264 0)"
"пер. Лабинский","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Лабинский</font></h2></th></tr><tr><th>Другие названия</th><td>Лавинский</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2745</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Безымянка (р.Мал.Лаба) - р.Мзымта</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;36'&nbsp;12.75'' N<br />40&deg;&nbsp;36'&nbsp;27.01'' E</td></tr><tr><th>Описаний</th><td>2 технических</td></tr><tr><th>Номер</th><td>3320</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3320'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.6075027778 43.6035416667 0)"
"пер. Лагизури","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Лагизури</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3420</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>р.Виралю, р.Лагизури, хр.Лагизури - р.Харчунчай</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;52'&nbsp;29.9'' N<br />47&deg;&nbsp;13'&nbsp;44.88'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>2720</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2720'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (47.229133333333 41.874972222222 0)"
"пер. Лассиль","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Лассиль</font></h2></th></tr><tr><th>Другие названия</th><td>Ласиль</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3040</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>сел.Муцди (р.Цхенисцкали) - р.Лассиль</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;54'&nbsp;&nbsp;&nbsp;7.92'' N<br />42&deg;&nbsp;46'&nbsp;37.1'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3761</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3761'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.776973055556 42.902201111111 0)"
"пер. Левша","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Левша</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2900</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>р.Орленок (р.София, р.Зеленчук Бол.) - р.Псыш (р.Зеленчук Бол.)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;27'&nbsp;57.17'' N<br />41&deg;&nbsp;11'&nbsp;43.27'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>10866</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/10866'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.19535277777801 43.465880555556 0)"
"пер. Летающих вещей","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Летающих вещей</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3230</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td> верховья Холстдона и Лачиндона</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;46'&nbsp;59.2'' N<br />44&deg;&nbsp;&nbsp;&nbsp;8'&nbsp;59.28'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>16073</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/16073'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.1498 42.78311 0)"
"пер. Летчика Машкова","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Летчика Машкова</font></h2></th></tr><tr><th>Категория сложности</th><td>1А весной</td></tr><tr><th>Высота</th><td>3500</td></tr><tr><th>Характер склонов</th><td>тр.-ос. весной</td></tr><tr><th>Соединяет</th><td>исток р. Уллухурзук (л. Кюкюртлю) с юга и р. Битиктебе правый приток р. Уллухурзук с севера</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;21'&nbsp;55.68'' N<br />42&deg;&nbsp;22'&nbsp;&nbsp;&nbsp;0.66'' E</td></tr><tr><th>Описаний</th><td>12, в т.ч. 11 технических, 8 с фото</td></tr><tr><th>Номер</th><td>7127</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7127'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.36685 43.365466666667 0)"
"пер. Лопе Де Вега","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Лопе Де Вега</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3258</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>цирк пер.Сауцагат Сев., р.Белагидон - цирк пер.Сауцагат Южн., р.Белагидон</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;57'&nbsp;59.65'' N<br />43&deg;&nbsp;36'&nbsp;49'' E</td></tr><tr><th>Номер</th><td>15532</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15532'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.61361 42.96657 0)"
"пер. Лоюб","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Лоюб</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2700</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Кардывач Верхн. (р.Мзымта) - р.Мзымта</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;35'&nbsp;13.78'' N<br />40&deg;&nbsp;37'&nbsp;&nbsp;&nbsp;7.7'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 1 с фото</td></tr><tr><th>Номер</th><td>6400</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/6400'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.6188060578 43.58716065749999 0)"
"пер. Луганский","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Луганский</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2700</td></tr><tr><th>Характер склонов</th><td>тр.</td></tr><tr><th>Соединяет</th><td>р. Закан (Большая Лаба) - р. Луган (Малая Лаба)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;43'&nbsp;53.82'' N<br />40&deg;&nbsp;41'&nbsp;36.96'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>6461</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/6461'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.6936 43.731616666667 0)"
